id	bmi	steps	height	weight	income	resting_heart_rate	shoe_size
886	21.2	7075	172.7	63.2	26100	71	42.5
1540	29.0	10142	186.2	100.5	54600	63	44.0
1203	24.1	12146	182.3	80.1	42500	64	44.0
201	20.2	10840	176.8	63.1	34500	69	44.0
1271	24.9	4494	176.3	77.4	70800	67	42.5
825	29.2	11508	176.8	91.3	38300	70	43.0
1460	26.8	12055	186.7	93.4	70300	66	45.0
235	28.5	425	172.5	84.8	49500	79	43.0
141	20.8	9383	169.5	59.8	31100	59	41.5
608	27.2	9200	190.7	98.9	44800	75	45.5
6	31.4	10749	178.2	99.7	39100	66	44.0
1644	19.4	12753	177.4	61.1	51500	66	44.0
104	26.1	3462	182.7	87.1	64700	72	44.0
1490	21.5	12115	171.1	62.9	33600	68	42.5
576	24.0	9808	183.3	80.6	12000	68	43.5
1210	15.6	2429	175.3	47.9	49900	68	42.5
1041	23.9	14696	185.9	82.6	37800	58	44.5
1347	21.5	13117	167.3	60.2	42900	64	42.0
940	26.7	6619	181.2	87.7	40000	63	42.5
1421	23.2	9109	176.4	72.2	59300	67	42.5
767	25.5	13360	173.1	76.4	50900	58	43.0
300	20.9	12601	183.4	70.3	55500	62	46.0
436	23.5	14423	177.0	73.6	51500	68	43.5
1287	23.6	4464	181.3	77.6	26800	65	44.0
282	24.2	3644	186.9	84.5	46300	71	45.5
1360	23.9	11174	183.5	80.5	54500	67	43.0
1379	18.7	11690	170.4	54.3	36800	66	42.0
670	21.2	6984	174.2	64.3	44400	63	43.0
803	18.6	2004	181.2	61.1	63500	68	43.5
1665	30.0	12206	183.6	101.1	42500	71	43.5
1459	26.3	3067	175.3	80.8	35500	77	43.0
1263	23.5	11174	179.4	75.6	45200	65	43.5
1561	30.1	11721	179.3	96.8	50600	72	44.5
170	29.0	10142	180.3	94.3	60200	62	44.0
1302	31.1	13178	169.7	89.6	48300	72	42.0
840	27.4	6650	168.1	77.4	81600	75	42.0
1757	18.7	1245	162.2	49.2	43800	71	41.0
286	20.3	9747	178.7	64.8	37400	72	45.5
1152	24.7	4676	168.5	70.1	51500	64	41.0
966	23.7	12115	193.0	88.3	45000	60	44.5
1126	20.6	12966	182.6	68.7	41100	61	43.0
1373	26.1	12206	169.7	75.2	38000	61	41.5
355	24.3	3370	185.9	84.0	17800	74	45.5
909	24.8	12844	186.0	85.8	46300	60	44.0
919	25.9	6043	186.5	90.1	32500	67	44.5
1008	27.6	12692	172.3	81.9	51000	67	44.0
142	19.6	11144	183.0	65.6	38600	71	42.5
53	21.2	7257	186.6	73.8	29000	69	45.0
698	28.8	13877	189.0	102.9	70400	63	46.0
1339	24.9	10233	167.3	69.7	79500	66	43.5
1651	27.7	12510	176.5	86.3	57200	68	43.5
287	20.7	12206	172.1	61.3	54200	59	42.5
1323	20.0	11781	191.0	73.0	34300	70	45.5
960	25.4	7318	181.4	83.6	49200	70	43.5
682	21.1	7318	184.2	71.6	61000	64	44.5
275	18.3	5344	181.3	60.2	35700	76	44.0
1468	24.2	10719	180.6	78.9	62300	55	43.0
788	20.5	13846	172.0	60.6	56800	66	41.5
26	24.0	11994	174.9	73.4	18800	67	42.5
869	28.9	6650	178.5	92.1	50000	65	43.5
1238	31.5	10202	173.5	94.8	33500	56	41.5
144	22.2	14939	172.2	65.8	36100	52	44.0
902	30.6	11781	176.6	95.4	59000	75	42.5
289	30.7	6862	173.8	92.7	45800	62	41.0
1639	23.4	15000	178.3	74.4	18900	60	43.5
442	20.0	13573	174.9	61.2	66400	61	40.5
694	20.4	11326	173.2	61.2	40300	64	41.0
153	26.8	12328	171.5	78.8	54000	58	42.5
212	17.7	6498	178.0	56.1	48900	68	44.5
1473	19.5	11326	184.2	66.2	35500	60	45.0
1538	26.0	11265	182.6	86.7	60500	66	46.5
1710	29.5	13694	167.3	82.6	58700	60	41.0
403	15.5	3674	184.0	52.5	49000	69	44.5
658	15.8	304	182.5	52.6	38500	83	45.5
569	25.0	8684	184.2	84.8	34200	68	42.5
696	29.2	6619	185.6	100.6	42400	62	43.0
1146	17.5	7561	172.9	52.3	34400	64	42.5
313	18.6	11842	175.9	57.5	62900	56	43.0
742	18.6	11781	190.5	67.5	19200	61	45.0
344	24.6	12996	190.1	88.9	59500	64	45.5
1740	26.1	12510	177.5	82.2	65800	64	44.0
833	18.7	1184	182.2	62.1	32000	75	43.5
297	22.3	8138	182.8	74.5	68100	64	43.5
1229	24.8	1215	190.3	89.8	25600	69	43.0
1629	19.7	9808	180.4	64.1	70300	70	42.5
1062	26.7	11933	169.5	76.7	46600	75	41.5
1548	23.2	11022	174.7	70.8	60400	66	43.0
1507	23.3	9686	199.9	93.1	29000	72	46.5
752	23.4	11872	169.2	67.0	64500	63	41.5
700	22.4	5344	178.4	71.3	55100	73	43.0
245	25.5	4190	194.2	96.2	26100	80	45.5
958	20.4	14332	172.4	60.6	72100	69	43.0
88	16.3	789	158.9	41.2	54400	68	41.5
267	19.3	2520	160.2	49.5	26000	73	41.0
1738	24.3	11812	172.4	72.2	39700	71	43.0
461	31.9	8836	165.7	87.6	69500	65	41.0
1732	20.0	11933	185.3	68.7	51100	69	45.0
1184	20.2	10476	179.9	65.4	51500	63	43.5
950	23.6	12389	163.1	62.8	64800	59	40.5
429	24.4	8441	166.8	67.9	32400	68	41.0
1491	21.2	8320	186.7	73.9	49100	69	44.5
1027	20.3	11447	179.4	65.3	43700	64	41.5
1631	27.6	243	188.0	97.5	45500	79	44.0
1015	18.4	8836	185.8	63.5	60000	71	43.5
554	29.1	10749	169.9	84.0	57300	75	43.0
1451	22.9	5769	184.2	77.7	54400	64	45.5
716	23.7	11174	181.9	78.4	58900	65	44.5
243	22.3	9747	164.3	60.2	63500	64	41.5
550	29.9	12267	168.5	84.9	69700	58	43.5
315	23.9	12480	195.1	91.0	65200	67	45.5
659	24.7	12935	171.5	72.6	60300	72	42.5
1044	22.1	13209	180.9	72.3	58500	62	43.5
912	28.9	9686	176.7	90.2	51300	58	41.5
1209	23.5	14970	179.3	75.5	45100	67	43.5
888	30.3	6832	177.1	95.0	54800	70	44.0
1087	22.0	13087	184.8	75.1	61000	66	45.0
1424	21.7	11174	184.6	73.9	53800	63	43.5
1088	30.8	14241	178.8	98.5	39100	65	43.5
1243	20.9	12115	171.7	61.6	41500	58	43.5
1682	18.2	8623	174.0	55.1	44900	57	41.5
971	30.9	6589	167.0	86.2	59100	72	41.5
1100	29.1	11447	175.7	89.8	63200	63	43.5
356	28.9	13421	165.6	79.3	60500	68	43.0
674	29.3	14241	179.5	94.4	33900	61	43.5
1371	20.5	14241	180.1	66.5	37300	65	44.5
1224	26.1	1397	185.0	89.3	46200	68	44.5
1443	30.2	6589	169.5	86.8	33700	67	42.5
1102	24.5	8077	169.9	70.7	67300	67	41.0
1638	25.1	11478	188.7	89.4	50800	65	45.5
749	18.2	5526	168.4	51.6	46400	72	43.5
595	22.1	8198	192.4	81.8	42700	81	45.0
829	31.4	14484	171.5	92.4	61600	66	41.5
1625	24.4	14119	171.6	71.8	73800	62	43.0
1439	28.5	12783	183.9	96.4	58600	60	44.0
252	31.9	13664	181.8	105.4	47700	58	43.0
265	22.0	12419	189.5	79.0	45100	67	44.5
1353	30.0	12115	164.8	81.5	48100	60	41.0
404	31.0	11781	181.7	102.3	48700	65	43.5
430	21.0	1427	177.7	66.3	36100	73	43.0
1617	22.3	8138	170.5	64.8	27400	72	41.5
1301	30.8	14241	191.2	112.6	47800	68	44.0
392	21.3	9808	179.6	68.7	44200	73	44.0
1783	24.2	729	177.6	76.3	34300	73	44.0
1034	29.0	12814	181.2	95.2	67900	62	43.5
354	21.8	10536	165.9	60.0	63000	69	43.0
1489	24.4	4646	169.3	69.9	55300	70	42.0
1028	24.9	11235	175.7	76.9	51700	61	43.5
1369	30.4	13421	180.2	98.7	43100	61	43.0
1385	18.5	12480	186.9	64.6	44800	78	44.0
822	21.2	11842	171.8	62.6	34600	57	42.0
1166	24.4	3067	170.2	70.7	56200	74	43.0
1269	28.9	11781	181.5	95.2	41700	59	43.5
718	21.4	11812	177.0	67.0	46200	61	43.0
1646	31.9	8563	164.6	86.4	58100	67	42.0
927	25.5	12480	171.6	75.1	29000	66	43.0
226	29.8	12328	176.7	93.0	70500	61	43.0
248	22.3	14453	176.9	69.8	61200	67	44.5
1642	18.7	2156	178.6	59.6	36500	79	44.5
1677	19.1	881	168.9	54.5	74200	79	41.5
523	22.9	5435	177.1	71.8	36900	69	43.5
621	21.5	6407	184.6	73.3	61900	70	42.5
97	16.9	911	157.8	42.1	45600	74	42.0
487	22.1	14453	176.0	68.5	24900	59	43.0
1496	29.3	11660	166.4	81.1	37100	69	42.5
878	19.0	2368	177.8	60.1	41700	80	43.5
1525	23.7	10810	167.5	66.5	48800	70	42.5
128	28.7	11144	178.9	91.9	34800	60	43.5
328	17.7	6407	189.4	63.5	42300	72	44.5
2	23.1	4889	171.1	67.6	51100	69	43.0
1118	29.4	11660	172.2	87.2	48400	66	42.5
733	21.6	12055	174.7	65.9	48000	63	43.0
787	23.3	4706	180.2	75.7	33900	68	44.5
82	21.7	6073	170.9	63.4	55000	71	42.5
984	25.5	12419	175.3	78.4	48200	56	43.5
619	23.8	13057	173.3	71.5	33700	68	42.5
1724	21.7	8138	174.7	66.2	43600	81	43.5
1183	23.0	10962	180.3	74.8	54200	66	44.0
309	31.1	6741	181.9	102.9	45600	68	43.0
41	25.8	6377	167.7	72.6	33400	73	41.0
660	30.0	6741	180.3	97.5	28800	76	44.0
1168	16.4	1275	200.0	65.6	43600	79	45.5
152	18.4	334	188.8	65.6	46500	72	45.0
1378	28.7	14150	173.5	86.4	29800	70	41.5
1606	23.9	12419	178.9	76.5	46500	60	42.0
755	26.8	11903	177.8	84.7	35700	61	43.0
807	20.7	1791	181.2	68.0	38200	74	44.5
793	25.2	10840	175.0	77.2	65000	70	43.0
809	20.0	10719	176.1	62.0	49200	72	44.0
1535	23.9	14879	172.9	71.4	25600	58	42.0
1105	30.1	6771	185.7	103.8	52900	64	44.5
1297	31.3	10992	180.2	101.6	64900	70	43.5
158	17.9	668	180.2	58.1	36100	64	44.0
1002	26.2	6528	186.5	91.1	31700	73	43.0
1175	31.4	10506	186.6	109.3	52800	67	44.5
167	25.7	9565	185.3	88.2	52700	65	43.5
548	17.5	7136	186.4	60.8	59600	65	44.0
616	29.6	14423	188.9	105.6	47300	72	45.0
1461	29.2	6650	171.2	85.6	53400	71	43.5
908	22.8	9686	175.9	70.5	71400	69	43.0
1397	19.3	243	183.0	64.6	33500	77	44.5
1739	21.3	13300	171.8	62.9	62200	61	42.5
709	22.3	14970	175.5	68.7	44800	62	42.5
322	18.6	12723	179.4	59.9	22100	65	42.5
1582	25.8	6346	176.4	80.3	59000	69	41.0
1568	25.6	9443	178.5	81.6	55200	80	43.0
93	19.7	10081	170.0	56.9	20800	70	42.5
976	21.8	10749	177.7	68.8	36900	64	42.0
1336	29.3	14211	178.9	93.8	40100	58	43.5
1031	21.8	5800	189.3	78.1	58900	70	45.0
1246	24.8	1366	176.1	76.9	25200	74	43.0
439	20.4	12419	173.4	61.3	53900	66	42.0
1414	17.8	5557	183.0	59.6	12000	73	45.0
1551	31.4	10719	155.8	76.2	60900	71	41.5
1591	28.6	12085	175.8	88.4	57400	68	43.5
277	29.7	14636	174.4	90.3	41500	67	42.5
65	21.2	13148	179.8	68.5	65500	66	44.5
1713	26.0	3826	186.7	90.6	12000	72	45.0
1411	25.9	11356	188.9	92.4	50300	71	44.5
818	23.4	14453	179.7	75.6	60400	68	43.5
1474	21.8	5921	167.1	60.9	52900	64	42.5
889	29.1	12662	174.4	88.5	57200	70	42.0
896	17.5	5344	175.2	53.7	40300	63	42.0
859	23.8	4676	180.6	77.6	46500	70	43.5
772	28.9	11113	178.4	92.0	66900	69	42.5
1480	21.4	8289	173.2	64.2	62200	70	43.0
1712	26.6	11660	169.2	76.2	85500	63	42.5
1605	25.6	9474	171.9	75.6	50000	68	44.5
613	23.8	4160	171.7	70.2	46600	73	43.5
764	24.7	1852	189.4	88.6	42500	62	44.5
1692	24.4	911	172.6	72.7	36600	79	41.5
553	23.0	12844	178.4	73.2	57900	64	43.0
622	20.5	9504	184.8	70.0	43500	72	44.5
1587	23.4	10719	179.4	75.3	45500	65	43.5
1703	24.0	12206	170.4	69.7	45400	64	43.0
1067	24.7	11174	184.9	84.4	41800	67	44.5
338	23.7	12237	180.5	77.2	43300	65	42.0
715	19.9	13451	162.7	52.7	35300	62	41.5
945	15.9	4221	186.7	55.4	32200	69	43.5
1772	23.6	13330	184.1	80.0	38900	57	43.0
961	21.2	9868	180.4	69.0	67700	72	43.5
73	26.5	12844	189.4	95.1	53500	68	46.0
956	22.7	14879	184.0	76.9	77300	67	45.0
708	26.7	729	185.9	92.3	35700	80	44.5
628	26.2	12783	185.3	90.0	58500	61	43.0
307	19.0	9079	183.3	63.8	52700	69	44.5
1773	23.2	14939	165.5	63.5	59500	70	41.5
81	18.9	4889	166.3	52.3	46300	67	41.0
5	15.5	2490	184.0	52.5	42900	70	43.0
1357	29.6	13543	186.6	103.1	56000	73	44.0
557	24.7	13968	173.1	74.0	39900	63	42.0
640	21.4	11083	170.2	62.0	20600	70	42.5
838	23.9	4646	179.8	77.3	61600	69	43.5
241	18.7	8927	167.8	52.7	56700	70	42.5
939	26.1	881	176.8	81.6	41100	67	43.0
1541	26.0	12753	175.5	80.1	40100	66	43.5
1381	19.6	2642	176.4	61.0	54300	75	45.0
545	20.9	12055	191.2	76.4	67900	67	45.0
343	23.3	12389	173.6	70.2	44700	68	43.0
29	20.0	12905	178.4	63.7	42200	66	44.5
437	22.2	13239	168.8	63.3	74600	59	43.0
1544	20.3	8684	184.6	69.2	54900	69	43.5
1585	23.5	9717	176.7	73.4	40400	58	42.0
383	20.4	2247	186.2	70.7	53400	76	44.5
1669	23.0	5800	160.8	59.5	62100	72	42.0
499	25.6	11053	177.6	80.7	46900	69	44.0
1622	30.9	14362	178.9	98.9	63700	65	43.5
1072	25.8	5526	184.4	87.7	41500	74	45.0
1119	29.5	12510	173.5	88.8	67300	69	42.0
568	24.3	3401	183.5	81.8	32200	74	44.5
730	25.6	9322	174.3	77.8	76700	59	42.0
1521	25.8	11235	178.7	82.4	37000	66	43.0
1091	26.1	12146	184.5	88.8	52200	62	45.0
164	30.5	14362	171.5	89.7	24800	59	43.5
61	25.1	10840	183.2	84.2	43000	69	43.5
242	31.5	11751	180.3	102.4	47000	57	44.5
1325	25.1	8745	175.7	77.5	38200	66	43.0
1296	25.0	607	173.3	75.1	42500	79	42.0
135	16.8	4889	163.3	44.8	46700	73	42.0
625	26.6	6650	177.4	83.7	50300	74	41.5
1768	25.3	13634	175.7	78.1	46300	58	43.0
942	19.1	4767	182.5	63.6	66900	75	45.5
1069	23.3	9170	181.8	77.0	64700	72	44.5
1065	24.6	8047	185.5	84.6	44000	70	44.0
594	29.6	14241	185.7	102.1	28100	64	45.5
652	20.0	12844	200.1	80.1	38600	69	47.0
394	30.3	6771	181.6	99.9	13900	69	42.0
1255	18.6	12024	172.0	55.0	46300	62	42.5
1579	19.2	4646	183.8	64.9	65700	77	45.0
301	19.9	10415	189.2	71.2	61500	55	43.5
264	20.2	13634	181.3	66.4	50900	60	42.5
522	29.7	6680	163.1	79.0	36400	63	42.0
1594	25.0	9838	181.9	82.7	51900	76	45.0
580	31.8	9261	173.6	95.8	67300	77	42.0
1216	24.1	12055	168.7	68.6	70700	58	41.0
83	21.2	7014	179.3	68.2	42900	64	43.0
1217	23.9	11964	167.3	66.9	31700	59	43.0
1258	23.5	12115	185.2	80.6	83200	65	44.0
615	20.9	9565	183.1	70.1	42800	72	45.5
190	16.0	395	177.4	50.4	48000	74	44.0
923	15.6	2338	174.1	47.3	17300	79	44.0
123	28.6	12753	176.7	89.3	43400	55	43.0
120	20.0	12996	170.9	58.4	27900	59	42.5
1735	18.3	304	177.5	57.7	28600	71	43.0
1730	20.4	10385	158.1	51.0	39400	62	39.0
1159	29.3	8684	178.6	93.5	58600	76	42.0
687	31.2	14484	178.8	99.7	48300	62	44.0
566	21.8	14393	183.9	73.7	84900	57	45.0
1194	28.8	13664	180.1	93.4	55800	71	44.5
1454	19.0	4858	184.8	64.9	60900	65	43.0
418	24.8	12419	181.8	82.0	60300	62	43.0
1137	31.6	7530	185.3	108.5	52000	59	45.5
1450	29.1	10263	196.3	112.1	64600	70	46.0
1457	19.9	13391	180.9	65.1	12600	64	43.0
1123	19.1	12419	179.3	61.4	43600	61	43.0
1139	30.5	13968	186.3	105.9	24800	60	44.5
714	24.8	13937	174.7	75.7	32700	72	41.0
1035	18.5	12449	177.2	58.1	39500	68	43.5
25	25.7	4099	180.9	84.1	26200	68	44.5
234	19.7	10081	178.5	62.8	61200	70	43.0
774	23.3	11933	178.5	74.2	51600	62	44.0
820	22.0	14909	184.3	74.7	24200	71	43.0
149	24.3	9868	166.1	67.0	58000	68	41.5
1079	21.1	9808	192.2	77.9	42600	62	45.5
382	28.8	13816	181.4	94.8	51500	70	44.0
1479	23.6	11751	175.2	72.4	53600	61	44.5
490	25.4	9140	189.4	91.1	36300	56	45.0
182	21.9	8198	178.7	69.9	46200	63	43.0
1324	29.7	14666	178.9	95.1	53700	55	43.0
1657	28.6	11417	176.5	89.1	45900	56	44.0
1165	16.7	820	188.3	59.2	28300	76	43.5
1061	15.8	273	177.9	50.0	43600	74	44.0
663	25.6	13269	174.1	77.6	40800	70	42.5
777	24.1	13391	185.0	82.5	48400	70	45.0
435	21.6	10628	186.3	75.0	43600	73	46.0
1464	24.9	14302	189.2	89.1	35100	54	44.0
627	21.6	12540	182.4	71.9	40500	53	44.5
210	21.1	13330	186.0	73.0	62500	69	45.0
1021	28.8	11144	176.2	89.4	47100	58	43.0
780	24.7	2126	185.2	84.7	37600	63	44.0
1572	19.2	11872	183.2	64.4	38600	66	44.0
1516	21.8	8198	181.7	72.0	37100	72	42.0
453	22.9	14453	167.1	63.9	48000	65	41.0
790	24.0	12206	175.3	73.8	58700	64	44.5
1614	29.0	12632	177.7	91.6	33000	72	44.5
1304	17.5	7075	181.7	57.8	41800	68	46.0
353	29.1	10536	194.8	110.4	26900	60	45.0
814	26.3	9291	184.0	89.0	51400	69	44.5
138	29.1	10810	172.3	86.4	38300	74	42.5
1663	22.0	5678	174.6	67.1	38300	73	42.5
1351	24.2	12510	187.7	85.3	48900	70	44.5
249	22.1	10749	174.3	67.1	15200	72	43.5
890	24.2	10810	185.1	82.9	31000	63	45.0
1171	22.0	11174	178.8	70.3	48000	59	43.5
206	17.6	5435	176.8	55.0	61700	73	43.5
1714	24.3	13391	174.4	73.9	53500	66	42.5
1654	25.0	13968	156.7	61.4	54000	67	40.5
1748	23.3	9534	181.8	77.0	80900	71	45.0
647	27.8	6650	170.6	80.9	57100	72	42.0
96	23.9	850	168.1	67.5	36300	74	42.0
1101	18.6	2004	179.7	60.1	66300	75	44.0
1098	30.5	13694	185.2	104.6	37100	65	44.0
27	21.4	10810	166.1	59.0	38100	60	41.0
432	23.3	11478	185.0	79.7	23300	64	44.0
1086	22.1	13269	171.7	65.2	41100	66	42.5
707	19.2	11994	182.5	63.9	32000	66	45.0
1589	23.5	4585	182.1	77.9	56700	71	44.5
480	19.7	4160	176.6	61.4	39300	72	42.0
1012	21.2	13148	178.2	67.3	26800	63	44.5
1570	21.9	11872	175.2	67.2	46600	67	43.0
526	22.1	11144	179.8	71.4	66300	69	44.5
134	19.6	9291	179.8	63.4	60700	58	43.5
349	23.0	12662	171.5	67.6	24900	63	43.0
885	25.4	12844	168.5	72.1	35000	61	42.0
1438	21.1	12632	185.1	72.3	26700	60	43.5
850	31.6	7561	179.4	101.7	55500	65	42.5
1759	29.0	12723	184.1	98.3	30700	72	43.5
398	24.2	11781	173.3	72.7	68000	64	43.5
506	21.8	5951	172.2	64.6	50700	59	42.0
173	22.8	5010	170.9	66.6	58400	73	42.0
1434	19.2	4676	176.7	59.9	34800	67	44.0
768	18.5	5283	179.6	59.7	42000	73	43.0
1064	24.7	4069	174.2	75.0	35700	67	43.0
406	26.1	3674	189.0	93.2	67700	75	46.0
513	24.1	13391	173.5	72.5	20200	63	44.0
1226	24.6	9990	179.7	79.4	48200	58	43.0
1063	23.2	13269	171.8	68.5	32900	59	42.0
581	28.8	11872	173.3	86.5	47600	67	42.5
168	20.9	8411	177.4	65.8	54800	68	43.0
346	22.9	607	172.2	67.9	18400	66	42.0
901	18.4	8806	178.6	58.7	44700	76	41.5
1466	24.4	9717	181.1	80.0	49400	70	44.0
1747	23.2	13300	185.7	80.0	50600	60	44.5
996	29.7	14453	170.4	86.2	44600	71	42.0
125	21.1	7895	179.2	67.8	54400	66	43.5
907	22.5	11630	177.6	71.0	40200	65	43.5
645	18.6	8897	165.1	50.7	47900	68	43.0
743	22.4	5314	170.1	64.8	60200	74	42.5
188	30.8	11630	181.3	101.2	55600	61	44.0
454	29.4	11326	168.5	83.5	54800	63	42.0
1178	21.8	13239	177.5	68.7	53200	59	43.0
573	24.3	3401	163.1	64.6	40000	69	41.0
1354	31.3	13543	177.3	98.4	22000	67	42.5
1676	20.2	3067	163.6	54.1	61300	65	41.0
457	15.5	2854	173.8	46.8	65400	69	42.5
669	25.9	820	174.9	79.2	36000	78	42.0
198	22.8	13209	178.9	73.0	50500	50	44.5
1322	23.0	11417	176.2	71.4	40300	62	43.0
1613	24.3	12540	169.3	69.6	29400	70	41.0
179	21.3	12206	169.5	61.2	57800	70	43.0
644	24.0	14302	166.7	66.7	86500	64	42.0
1667	26.1	9261	179.4	84.0	63200	75	43.0
1106	21.9	5769	179.1	70.2	73500	66	43.5
1536	25.5	7287	182.7	85.1	46900	73	44.0
177	20.2	3279	174.5	61.5	38200	80	42.5
1177	23.3	9231	165.9	64.1	56700	72	42.5
108	15.5	486	175.8	47.9	12000	75	43.0
600	23.4	4555	178.1	74.2	48800	73	43.5
1160	23.3	12298	169.8	67.2	59600	75	43.0
1664	30.5	13664	170.5	88.7	47300	65	42.0
1327	24.6	9929	181.2	80.8	72400	62	44.5
1020	23.9	4038	178.7	76.3	31700	74	45.0
1696	24.5	13360	185.9	84.7	70700	64	44.0
933	23.9	11144	190.1	86.4	44100	65	45.5
325	26.2	3128	167.5	73.5	63100	65	42.5
347	20.3	11417	175.1	62.2	65000	63	42.0
66	27.1	6650	178.9	86.7	63300	62	44.0
1567	21.9	182	180.5	71.4	57500	75	43.0
1157	22.2	13087	185.1	76.1	50700	66	44.0
389	17.9	8381	183.1	60.0	64400	70	44.5
1328	22.8	13239	186.0	78.9	45200	59	43.5
68	17.0	243	178.4	54.1	50800	77	43.5
515	28.9	6619	173.6	87.1	52000	75	43.0
930	25.2	4828	191.6	92.5	35900	67	44.0
675	19.9	4069	179.1	63.8	48200	73	43.5
103	16.4	759	176.3	51.0	46800	72	43.0
1608	18.0	8411	170.5	52.3	67600	63	43.5
501	31.9	8623	179.1	102.3	47400	63	44.5
1394	24.2	668	185.0	82.8	36500	74	43.5
982	24.1	9231	174.5	73.4	61700	77	43.5
1155	24.8	8563	177.1	77.8	47800	70	44.0
638	19.6	9322	179.7	63.3	37500	58	43.5
1545	28.9	13148	181.3	95.0	68100	55	43.5
1107	25.4	8957	176.2	78.9	60700	67	42.5
311	25.2	273	175.2	77.4	63700	79	42.5
561	26.1	1154	174.4	79.4	37800	61	42.5
938	22.0	11964	170.3	63.8	47600	66	42.5
397	26.1	12389	172.6	77.8	30600	67	43.0
1610	25.9	5982	172.4	77.0	38100	71	42.5
1312	23.3	11964	167.2	65.1	43700	65	42.0
1746	30.6	13877	185.0	104.7	55600	58	44.5
802	28.7	14119	180.5	93.5	33200	68	43.0
268	24.7	9383	179.0	79.1	32100	77	42.0
229	29.1	11478	187.1	101.9	73700	69	45.0
