id	bmi	steps	height	weight	income	resting_heart_rate	shoe_size
1441	18.7	334	162.8	49.6	48900	77	42.5
139	24.3	3310	176.2	75.4	25700	72	42.0
1581	20.2	13694	177.6	63.7	27200	65	43.5
935	21.5	6377	178.7	68.7	26700	80	43.0
1634	22.6	455	164.6	61.2	26300	78	43.0
1683	18.0	698	166.4	49.8	17600	67	42.5
672	16.1	1579	167.5	45.2	65400	77	43.0
184	20.4	2368	162.6	53.9	30700	84	42.0
441	21.8	10536	167.8	61.4	27400	71	43.0
918	26.8	12085	158.9	67.7	33600	70	40.0
122	24.0	12146	152.8	56.0	44800	68	39.5
1356	26.9	698	169.6	77.4	22100	81	42.5
1742	23.1	11599	162.7	61.1	30000	68	42.0
686	28.9	6619	158.7	72.8	33700	83	41.5
826	29.1	10506	159.5	74.0	56900	64	40.0
1300	31.9	8745	174.8	97.5	26000	70	43.0
1125	24.4	9504	168.0	68.9	17400	66	41.0
386	28.3	0	155.1	68.1	35500	68	41.0
247	27.2	334	157.3	67.3	20400	75	41.5
676	21.3	13330	163.1	56.7	30000	73	42.0
1150	24.5	12966	168.1	69.2	12000	61	43.0
1080	21.9	5769	159.8	55.9	20600	75	40.0
1643	30.5	13573	163.9	81.9	38900	63	41.5
903	27.8	9200	165.7	76.3	40000	71	41.0
1528	20.2	2976	165.9	55.6	31600	67	42.0
1388	31.8	8107	149.4	71.0	34900	66	40.0
1576	18.6	2095	166.4	51.5	22300	70	42.0
1225	22.5	8138	153.7	53.2	45100	69	40.0
49	19.9	12267	163.1	52.9	20900	70	42.0
293	28.7	11387	161.7	75.0	42100	63	41.0
844	25.2	7652	158.0	62.9	35000	69	41.5
1767	21.2	14484	170.5	61.6	74700	64	42.5
1182	18.6	11812	157.7	46.3	22600	71	40.0
1199	23.7	698	161.6	61.9	64000	71	42.0
218	20.1	3704	170.7	58.6	61000	79	43.0
920	30.7	6771	161.4	80.0	61500	70	40.5
59	24.4	9291	160.1	62.5	50700	58	40.5
617	20.3	13816	163.3	54.1	30400	74	41.0
560	21.4	12298	168.5	60.8	51000	71	42.5
510	17.3	364	174.4	52.6	24900	78	42.5
1523	27.8	607	158.9	70.2	39200	81	41.0
1569	20.7	1822	159.4	52.6	27500	71	40.5
272	20.0	12753	163.2	53.3	30700	70	40.5
1153	27.0	395	166.5	74.9	57800	71	42.5
1599	30.6	13937	160.0	78.3	51400	65	40.0
370	20.9	9656	169.5	60.0	60700	75	43.0
1659	25.8	5769	159.0	65.2	28600	81	40.5
883	26.1	9291	152.6	60.8	12000	68	40.5
47	25.1	9686	168.5	71.3	51800	76	42.0
520	21.5	8047	169.2	61.6	58500	75	42.5
1472	26.1	12237	171.8	77.0	59000	64	43.5
1249	18.6	11903	152.1	43.0	49600	70	41.0
1543	21.3	12237	160.7	55.0	54100	59	41.5
160	22.0	11933	163.4	58.7	43100	74	42.0
529	24.4	9261	176.4	75.9	46000	73	43.0
1475	15.9	577	164.0	42.8	48700	76	41.5
345	26.2	2915	156.2	63.9	32900	69	41.0
1462	20.8	1670	166.9	57.9	34100	71	42.0
1081	21.4	10779	173.5	64.4	48300	68	43.5
449	22.2	14818	172.1	65.8	73000	63	42.0
405	25.0	12662	168.7	71.1	40900	68	41.0
937	27.5	12723	166.7	76.4	40000	67	42.5
845	30.6	13785	150.3	69.1	27300	64	40.5
38	19.9	12146	165.2	54.3	43500	63	42.0
635	24.1	10688	166.2	66.6	43000	70	42.0
1096	31.5	14180	164.0	84.7	22300	68	42.5
578	16.9	61	169.6	48.6	36300	70	43.0
22	20.0	11812	163.9	53.7	55300	68	43.0
1616	22.3	12966	162.6	59.0	37700	66	41.0
1494	25.2	10476	171.8	74.4	36700	58	41.5
693	28.4	12814	162.3	74.8	53700	68	42.0
99	22.9	759	165.4	62.6	35400	81	40.5
225	21.7	273	170.8	63.3	21800	83	42.0
1308	22.7	10962	158.4	57.0	35700	68	41.5
1074	18.7	334	157.7	46.5	46200	82	40.0
587	16.0	1670	173.8	48.3	30400	73	43.0
219	24.9	10172	161.1	64.6	44200	67	41.0
584	21.6	10597	169.5	62.1	34500	69	42.5
1406	23.7	4706	153.5	55.8	18800	75	39.0
690	27.6	12540	148.7	61.0	34000	68	39.5
1120	23.7	12024	167.4	66.4	45600	64	41.5
1292	18.2	243	164.2	49.1	28100	69	42.0
724	29.4	8684	167.4	82.4	36900	69	40.5
778	24.2	10962	177.2	76.0	36000	69	44.5
979	26.0	11599	157.0	64.1	29200	64	40.5
129	31.1	14453	165.2	84.9	40600	64	42.5
591	21.0	12662	174.6	64.0	62500	76	42.0
955	23.2	14453	157.9	57.8	34100	64	42.5
1196	20.6	11083	161.2	53.5	29100	71	42.0
967	19.0	4889	153.5	44.8	61100	68	39.5
474	30.4	12055	179.5	97.9	56200	65	43.5
36	17.3	364	150.7	39.3	28500	81	38.5
1596	25.1	12480	170.2	72.7	47400	66	43.5
547	21.7	668	156.4	53.1	41100	79	41.0
375	15.1	121	158.2	37.8	29500	75	41.0
45	21.7	12115	171.9	64.1	44500	67	42.0
993	28.2	12844	160.2	72.4	46000	64	40.5
458	24.3	12996	169.2	69.6	51400	70	42.0
1618	22.1	14727	174.0	66.9	56200	60	42.5
879	29.1	12662	166.3	80.5	22600	74	41.5
92	24.4	8138	170.8	71.2	54500	64	42.5
1382	28.5	61	165.5	78.1	43500	83	43.0
483	24.2	668	165.8	66.5	55700	70	42.0
258	16.2	1457	160.9	41.9	37800	80	41.0
119	20.8	12115	177.5	65.5	47400	64	43.5
273	21.1	7773	169.8	60.8	37500	69	42.5
1537	21.6	12419	168.4	61.3	75100	75	43.5
1131	25.5	9170	170.0	73.7	28600	79	41.0
1640	24.7	4038	160.6	63.7	40800	68	42.5
227	17.6	7804	171.1	51.5	35900	64	42.0
1415	30.7	14028	175.1	94.1	52000	64	44.0
51	31.3	11326	156.0	76.2	46900	65	42.0
115	23.4	9140	168.5	66.4	50200	67	41.0
585	20.9	11994	165.4	57.2	44900	71	41.0
988	22.3	11022	161.6	58.2	50900	64	41.0
419	22.1	10779	157.9	55.1	31000	64	40.0
538	21.6	9231	171.8	63.8	51900	72	43.5
411	23.9	3978	166.4	66.2	49800	78	42.5
444	29.0	11387	163.7	77.7	39300	73	41.5
1386	15.9	4190	168.5	45.1	36000	79	42.0
1083	22.1	14970	164.2	59.6	49600	65	43.0
972	28.7	11144	160.4	73.8	51000	72	42.5
1309	28.8	11083	165.8	79.2	40300	73	40.5
913	20.2	13057	164.8	54.9	55700	71	42.5
808	27.6	9200	153.5	65.0	37900	75	40.0
831	20.5	8593	160.9	53.1	37700	71	41.5
1129	16.8	4919	156.8	41.3	27500	70	42.5
1555	29.2	11630	154.3	69.5	45700	63	40.5
337	31.5	14180	168.0	88.9	35100	65	41.5
555	15.0	182	160.7	38.7	53800	74	43.0
194	26.8	11994	171.8	79.1	54800	63	42.5
215	28.8	12692	153.1	67.5	29100	71	39.5
12	23.7	12024	163.1	63.0	31800	75	41.5
486	31.5	10415	161.0	81.7	39400	71	43.0
155	19.4	273	154.7	46.4	20600	77	40.5
1307	21.6	6255	165.0	58.8	36400	70	42.0
1506	23.3	12085	155.3	56.2	30000	58	40.0
1542	20.3	9777	166.4	56.2	29700	68	42.0
159	29.0	13026	169.7	83.5	50200	69	43.0
1070	18.9	304	166.7	52.5	46800	76	43.0
342	23.7	14696	167.6	66.6	73800	60	42.0
459	18.5	11994	171.7	54.5	48100	69	44.0
1057	22.4	12662	164.8	60.8	55400	68	41.0
203	24.0	12449	159.6	61.1	35000	68	42.0
1503	25.2	10506	161.0	65.3	30400	75	39.5
1707	20.3	2824	161.2	52.8	65600	64	40.0
294	17.9	5769	158.2	44.8	29400	77	42.5
130	18.1	820	170.1	52.4	28000	79	41.5
407	31.2	13360	168.4	88.5	27100	75	42.5
1206	24.2	10901	154.2	57.5	64700	69	40.0
747	30.5	14332	159.6	77.7	47600	61	42.0
1	20.0	11781	157.9	49.9	46900	64	42.0
1303	24.7	14241	167.1	69.0	41800	69	41.5
48	18.8	9049	172.0	55.6	23000	66	42.5
154	25.7	6862	167.9	72.4	34900	79	42.0
207	27.6	213	160.4	71.0	55500	78	42.0
574	23.8	9200	162.9	63.2	23700	64	41.5
589	26.8	6650	155.9	65.1	53700	69	41.0
1511	24.6	2763	156.4	60.2	51900	72	41.5
1092	24.2	13360	170.5	70.4	41900	67	42.5
362	17.9	6043	174.4	54.4	59000	75	44.5
751	19.5	9231	160.4	50.2	20300	81	40.5
489	24.6	3978	165.3	67.2	15900	84	42.0
377	19.4	9231	169.7	55.9	45700	71	42.0
195	15.6	61	154.2	37.1	28200	74	40.5
1093	23.4	14970	158.2	58.6	60300	54	42.0
1477	19.7	10901	178.0	62.4	45700	64	45.0
1502	23.5	12419	158.8	59.3	42300	75	42.0
947	18.7	11721	162.6	49.4	41600	68	43.5
921	24.7	10020	161.1	64.1	47500	66	41.0
1758	25.4	10536	152.0	58.7	31900	68	40.0
1442	24.6	2581	165.5	67.4	27800	71	41.5
1636	16.1	395	164.8	43.7	40800	80	41.5
1493	16.6	789	166.2	45.9	47600	73	42.0
360	22.8	14939	164.5	61.7	33100	68	41.0
775	24.6	2551	162.0	64.6	30500	74	41.0
630	26.7	11842	161.6	69.7	53000	70	41.5
1201	16.4	1184	161.7	42.9	22200	77	40.0
1248	15.5	2551	158.6	39.0	53100	68	41.0
4	20.2	14302	159.6	51.5	28200	67	40.0
7	24.2	10779	158.7	60.9	37700	71	40.5
1488	26.4	1032	168.7	75.1	66500	74	41.5
924	25.7	4069	167.0	71.7	23200	72	41.0
341	31.9	8381	165.2	87.1	60600	76	42.0
1019	30.3	14666	177.6	95.6	44400	64	43.5
1130	21.4	8320	159.0	54.1	40400	73	40.5
795	15.9	334	172.3	47.2	23700	68	42.0
276	25.1	12419	163.3	66.9	53100	71	41.5
887	19.0	273	166.0	52.4	34400	72	41.5
253	23.0	789	169.4	66.0	33200	73	41.5
1380	24.5	14545	161.9	64.2	59900	64	41.5
1483	28.2	6650	158.1	70.5	36800	70	42.0
1318	20.3	9686	159.2	51.4	17500	66	42.0
837	23.5	486	151.3	53.8	35100	78	40.5
969	20.4	2520	168.9	58.2	51600	76	43.5
1219	23.0	789	168.8	65.5	48600	72	42.0
395	24.6	4099	175.3	75.6	30400	68	41.5
447	21.7	12510	167.7	61.0	24600	65	42.0
607	26.1	1427	169.3	74.8	25300	82	41.5
626	23.1	4919	164.5	62.5	46700	60	41.0
1048	25.8	5800	168.0	72.8	42600	75	42.5
1520	25.8	5617	172.1	76.4	53800	76	43.0
1023	28.6	121	166.2	79.0	29500	76	42.5
240	24.7	14545	161.6	64.5	39100	69	41.5
1485	31.2	13330	163.6	83.5	44000	60	41.0
428	27.3	9231	169.9	78.8	50300	70	41.5
33	25.6	13209	161.8	67.0	44800	73	43.0
1404	18.8	972	170.8	54.8	50900	85	42.5
460	26.7	698	177.4	84.0	43300	79	43.0
1423	22.3	11478	170.9	65.1	48200	78	42.0
1500	26.0	11265	169.9	75.1	37800	66	42.0
1374	29.1	9018	167.3	81.4	24700	75	41.0
565	24.2	4646	160.0	62.0	43900	77	40.0
110	15.4	364	159.4	39.1	33100	77	41.0
1547	26.8	12449	159.3	68.0	40900	64	41.5
470	25.1	4798	168.6	71.3	35700	72	43.0
699	22.9	5526	162.5	60.5	62600	75	40.0
637	29.0	10172	164.8	78.8	24400	70	40.5
481	19.7	10962	167.7	55.4	12000	71	43.0
1148	26.5	12814	159.5	67.4	45800	58	40.5
1430	29.3	6619	161.7	76.6	31600	71	40.5
1135	15.7	91	167.1	43.8	41800	78	41.5
1016	20.3	9990	163.1	54.0	30100	68	42.0
35	28.5	0	163.7	76.4	60400	77	40.5
440	23.6	12176	158.3	59.1	31400	60	40.5
846	24.6	2794	163.8	66.0	26800	82	42.0
1778	22.1	10779	175.7	68.2	72300	62	43.0
990	17.4	789	162.1	45.7	50600	84	42.0
